# Minimal Reproduction Dataset Exported from LATOOLS on 2018:04:13 10:02:16
# Analysis described in '../analysis.log'
# Run latools.reproduce to import analysis.
#
# Sample: Sample-1
# Analysis Time: 2015-10-29 15:11:05
Time,Al27,Ba137,Ba138,Ca43,Ca44,Mg24,Mg25,Mn55,Sr88
55.35,8502.03,287.5,1587.58,667209.1384800001,10092371.32,1555132.85,187643.32640000002,9172.4472,578816.61
55.707,7801.71,250.0,1587.58,655775.7280000001,10092371.32,1555132.85,190387.71,9302.508,571077.49
56.064,6801.3,262.5,1575.08,644339.608,10079591.82568,1627508.1086400002,190387.71,8652.16,571077.49
56.421,6801.3,225.0,1375.06,616892.92,10052893.542224001,1653602.7597440004,202830.81126400002,9102.398000000001,571077.49
56.778,6801.3,200.0,1375.06,616892.92,9994442.290224,1688451.7620160005,210489.48728000003,8101.89,566080.008
57.135,6801.3,200.0,1375.06,604816.48,9933798.154432,1705413.2626560004,213411.78208000003,9002.33,561082.5260000001
57.492,6801.3,200.0,1375.06,604816.48,9800115.06,1707951.7848320005,214122.18825600005,9002.33,546090.08
57.849,7761.718,200.0,1375.06,604816.48,9800115.06,1686364.2095360004,212935.84512000007,9002.33,546090.08
58.206,7641.674000000001,200.0,1375.06,604816.48,9727111.85808,1644626.9590560007,210029.76768000005,8852.26,546090.08
58.563,7601.63,200.0,1375.06,604816.48,9651066.856080001,1567085.1687840004,200865.78932800004,8502.08,540395.42
58.92,6201.08,300.0,1475.07,604816.48,9548692.098592002,1490264.5260800002,190791.98,8702.186000000002,540395.42
59.277,7001.38,300.0,1500.07,604816.48,9419890.05,1341668.91,183010.93,8552.11,535378.0064000001
59.634,7589.649600000001,250.0,1500.07,604816.48,9374458.64976,1320274.282848,174924.4056,8201.94,527015.6504000002
59.991,7751.319920000001,200.0,1500.07,610998.382,9247266.417792,1239969.1332,167054.2996,8952.31,518653.2944000001
60.348,7591.259920000001,200.0,1500.07,607543.904,9161573.291792,1178621.12,151970.94,8652.16,498583.64
60.705,7093.292368000001,200.0,1500.07,604089.426,8991424.42,1094376.72,148018.59120000002,8802.23,498583.64
61.062,6201.08,200.0,1500.07,587544.09,8991424.42,1085219.3860000002,134430.7,9652.68,498583.64
61.418,6201.08,200.0,1087.54,587544.09,8991424.42,1039626.0,131760.83,9482.61,498583.64
61.776,7089.4328000000005,200.0,1087.54,587544.09,8991424.42,1009971.25,125440.41,9012.404,498180.71
62.133,7641.664,250.0,1087.54,582087.838,8991424.42,950654.19,125440.41,8151.91,498180.71
62.49,7701.67,250.0,1087.54,573903.46,8991424.42,950654.19,122994.65320000002,6451.2,498180.71
62.847,7701.67,250.0,1087.54,573903.46,9053630.496576002,921013.838624,118928.45120000001,8352.01,498180.71
63.204,7701.67,237.5,1087.54,573903.46,9070463.258704001,895154.03472,114832.07120000002,7851.77,493711.1536
63.562,7701.67,237.5,1200.04,573903.46,9069537.648928002,859984.031744,105109.4,8922.308,484171.0556
63.919,6501.19,237.5,1200.04,573903.46,9033468.638976002,812034.3002240001,104958.51,8522.138,474630.9576
64.276,6701.26,237.5,1200.04,572732.76,8951630.325984001,767702.7083680001,104958.51,8462.112,450480.22
64.633,5400.82,212.5,1287.55,572732.76,8868305.901632002,688276.12,102864.24160000001,6351.16,450480.22
64.99,6001.01,137.5,1275.05,566462.1452,8692499.41,682874.17,99566.3996,7551.64,450480.22
65.347,5000.7,137.5,1275.05,562679.426,8692499.41,682874.17,95690.74160000001,7853.800000000001,450480.22
65.704,5200.76,137.5,1275.05,551433.02,8692499.41,682874.17,88469.3,8151.91,450480.22
66.061,5100.73,137.5,1275.05,543765.83,8692499.41,682874.17,85580.22,8762.23,459639.99728
66.418,5880.984,162.5,1200.04,543765.83,8692499.41,676121.6116,85580.22,8652.178000000002,462022.33328
66.775,6001.022000000001,162.5,1200.04,543765.83,8692499.41,667125.39352,85580.22,7701.71,462391.9
67.132,6101.05,162.5,1200.04,543765.83,8813086.338432001,658757.89,85580.22,7901.8,462391.9
67.489,5800.95,162.5,1200.04,543765.83,8848093.650096001,638673.432304,85580.22,7881.794000000001,462391.9
67.846,6601.23,162.5,1332.556,543765.83,8859933.842400001,624593.24,85580.22,7401.58,462391.9
68.202,5800.95,162.5,1350.06,544865.83,8818159.576624002,598245.0,86871.74,7801.75,462391.9
68.56,6401.15,162.5,1350.06,544865.83,8719988.617744002,586993.4404,85922.31800000001,8332.018000000002,476838.15400000004
68.917,6101.05,162.5,1350.06,544865.83,8618423.759872,570204.2604,82139.06,8332.018000000002,481653.57200000004
69.274,6101.05,200.0,1350.06,544865.83,8414021.28,543704.89,80833.11,7901.8,486468.99
69.631,6901.34,175.0,1350.06,544865.83,8414021.28,540647.34,78682.96800000001,7401.58,486468.99
69.988,6901.34,150.0,1212.55,544865.83,8365336.28,529209.9552,77388.35,7861.802,486468.99
70.345,6901.34,150.0,1162.54,544865.83,8292308.78,518718.40719999996,72221.21,6501.22,486468.99
70.702,7601.63,150.0,987.53,545609.0343360001,8292308.78,504235.95,72221.21,8005.8748,547390.012656
71.059,7601.63,162.5,1012.53,543962.3052800001,8292308.78,491247.15,70471.43680000002,8161.942000000001,567760.760656
71.416,7601.63,200.0,1037.53,539025.5463360001,8292308.78,476042.65,69721.53400000001,8348.82336,588322.73
71.773,7601.63,200.0,1037.53,530124.36,8292308.78,476042.65,65972.02,7951.82,588322.73
72.13,7601.63,200.0,1037.53,526689.86,8258059.56,469416.9983200001,65972.02,8722.2,588322.73
72.487,7601.63,200.0,962.53,526689.86,8258059.56,458992.81081600004,63924.74400000001,8482.086000000001,588322.73
72.844,10123.003999999999,200.0,962.53,520771.80000000005,8258059.56,448966.52848000004,60853.83,8001.84,588322.73
73.201,11003.91616,200.0,712.52,511894.71,8234378.9968,434577.60248000006,60853.83,7701.71,588322.73
73.558,11803.92,200.0,712.52,511894.71,8197848.458560001,411225.11,58997.776000000005,7901.812,798029.3397120001
73.915,13687.106800000001,200.0,712.52,511894.71,8152388.145200001,404098.02,57818.75,6651.27,883042.9844160002
74.272,14007.332800000002,250.0,712.52,511894.71,8072507.706688002,379124.68,54608.64,7621.6900000000005,946227.0818720001
74.629,14327.558800000003,187.5,712.52,511894.71,8012208.067680001,379124.68,53067.45440000001,7001.41,932952.0668320002
74.986,13405.05,187.5,712.52,511894.71,7901006.43,368115.70800000004,51489.772000000004,7301.53,838809.5237920001
75.344,13405.05,187.5,712.52,529558.9988000001,7856702.3632000005,351602.25,46811.47,7801.772000000001,728833.8164960002
75.701,12104.12,150.0,712.52,535630.7288,7719556.42,351602.25,46811.47,6951.39,475431.78
76.058,12104.12,150.0,937.53,542253.36,7719556.42,342674.042,46811.47,8342.020000000002,475431.78
76.415,12104.12,150.0,937.53,542253.36,7665832.270240001,329179.89,46811.47,7901.8,475431.78
76.772,12820.636400000001,150.0,937.53,536547.28688,7609869.614240002,329383.57,45397.898,8490.084,475431.78
77.129,13284.982000000002,137.5,937.53,533927.9912,7553906.958240002,329383.57,43277.54,8852.26,475431.78
77.486,13004.75,137.5,912.53,522048.3632,7439743.14,325500.458,43277.54,8251.96,475431.78
77.843,13004.75,137.5,912.53,510168.7352,7439743.14,319675.79,43277.54,8502.08,741172.8726080002
78.2,12904.68,175.0,912.53,482855.22,7439743.14,319675.79,43277.54,8001.84,871896.6595840002
78.557,12904.68,175.0,912.53,482855.22,7439743.14,312852.918,43277.54,8502.08,1010467.7810400001
78.914,12904.68,175.0,937.53,482855.22,7439743.14,307183.62,43277.54,8502.08,1090374.1658880003
79.271,12904.68,175.0,937.53,482855.22,7439743.14,291329.3,43277.54,8652.16,1142277.7045600002
79.628,13805.36,175.0,937.53,482855.22,7420048.39464,291329.3,41448.2,7451.6,1164671.544432
79.985,13805.36,175.0,937.53,484157.07,7387431.986640001,286418.292,41448.2,8452.06,1176981.54
80.342,13805.36,175.0,937.53,484157.07,7350542.14064,280558.44,41448.2,8502.08,1172056.54
80.699,13805.36,175.0,937.53,479418.678,7276661.1,277545.12,41448.2,8752.2,1149964.4900800001
