# Minimal Reproduction Dataset Exported from LATOOLS on 2018:04:13 10:02:16
# Analysis described in '../analysis.log'
# Run latools.reproduce to import analysis.
#
# Sample: STD-2
# Analysis Time: 2015-10-29 15:25:12
Time,Al27,Ba137,Ba138,Ca43,Ca44,Mg24,Mg25,Mn55,Sr88
78.914,1997125.5764000001,38670.82,241311.77,55387.31,939206.56,86643.52,11979.03,204810.6,319079.56
79.271,1977382.7244000002,38670.82,241311.77,55387.31,928406.8996000001,86643.52,11979.03,200095.72,319079.56
79.628,1956466.4939200003,38670.82,241311.77,55387.31,889354.41,83964.06,11979.03,199842.8,314461.93200000003
79.985,1916460.0,38670.82,238110.33422400002,55387.31,889354.41,83964.06,11428.67,199842.8,307535.49
80.342,1904602.9256000002,37167.32,236269.37600000002,55387.31,889354.41,83964.06,11428.67,199842.8,307535.49
80.699,1855617.4085760002,36277.82,230346.98512,55851.5292,880662.1133600001,83964.06,11428.67,199842.8,302944.385776
81.056,1800689.8594400003,34999.167264,218214.51139200004,54022.097792,864891.68816,81919.09532800001,11678.83,193097.117952,295777.882736
81.413,1715055.7421440005,33470.005520000006,204492.44160000005,53098.43176,833811.3328800001,79091.10056,10988.68568,185272.922096,282630.46902400005
81.77,1589372.8394880006,30008.140640000005,185069.10080000004,48261.59406400001,778689.1213760001,74253.819392,10778.349600000001,172076.147296,260921.01945600007
82.127,1416716.7134080005,25939.225296000008,159892.43665600003,42841.549600000006,697182.3166560001,66781.746528,9378.748800000001,153300.51811200002,230542.41529600008
82.484,1196307.2531840005,21568.73744,126751.20969600002,36110.683248,581515.1340160001,57343.760960000014,7583.220560000002,127523.535648,189480.13494400002
82.842,923818.5603200003,15933.24328,92037.47148800001,27690.217648000005,445672.6532160001,44695.16120000002,6141.4572,97695.663824,142327.16198400003
83.199,646819.0124960003,7989.46,44598.48,19444.1,278393.44,31843.851968000006,3475.34,61558.87,85548.98
83.556,279378.79,3625.4,17997.44,7735.04,131289.88,13538.47,1675.08,29825.58,35938.11
83.913,91434.6,1425.06,7314.14,3233.63,49319.29,5567.54,900.02,19811.29,13838.99
84.27,41047.35,587.51,2462.69,1466.73,29274.43,2433.5,450.01,10653.26,4867.37
84.627,20611.95,300.0,900.03,933.36,21663.38,1566.74,225.0,8251.96,2400.17
84.984,4100.47,87.5,575.01,500.01,18159.4,966.69,250.0,8322.054,800.02
85.341,4400.55,50.0,175.0,466.67,13755.4,700.01,100.0,7451.6,533.34
85.698,2400.16,0.0,50.0,233.33,14944.480800000001,166.67,150.0,6251.12,533.34
86.055,2000.11,0.0,50.0,133.33,14445.994000000002,300.0,175.0,7351.56,340.004
86.412,2200.14,0.0,50.0,353.334,12604.53,166.67,50.0,7551.662,33.33
86.769,2320.156,0.0,25.0,400.0,14405.92,300.0,120.0,7401.58,66.67
87.126,1900.1,0.0,25.0,466.67,14956.38,366.67,75.0,7111.472400000001,66.67
87.483,2164.1331999999998,0.0,25.0,233.33,14305.84,333.34,100.0,5901.0,0.0
87.84,2100.12,0.0,25.0,366.67,15106.51,233.33,200.0,6851.35,133.33
88.197,2000.11,0.0,25.0,373.336,15576.952000000001,346.67,175.0,7001.432000000001,100.0
88.554,2080.1220000000003,12.5,25.0,300.0,15707.04,333.34,175.0,7121.472400000001,100.0
88.911,2000.11,25.0,50.0,266.67,15306.68,366.67,125.0,6251.12,100.0
89.268,1800.09,12.5,50.0,166.67,13305.05,333.34,200.0,7173.494000000001,100.0
89.625,2108.93032,25.0,12.5,346.672,14455.96,400.0,75.0,7411.6,66.67
